Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
France,2017,12,27,28.445370617796748,21.01516231264987,20.132850348899126
Germany,2002,4,13,-9.48645964544902,51.27881294659943,16.099850286155018
Spain,2012,2,12,-5.0336510557668435,52.52730517341332,24.536217373142374
Germany,2021,2,21,29.703650581233887,66.89751395664025,7.385837031628058
Italy,2013,1,13,15.713923583093315,13.161354248237844,13.596717496561263
Germany,2023,5,17,-6.611789640567252,85.74826787243282,11.384591193960397
Spain,2007,12,9,-7.030011598204808,16.829889730620316,38.05571202684214
France,2006,3,29,-0.12843685999159504,7.208598003105116,34.65150385682757
Italy,2010,8,16,9.320555572751164,73.93911344019091,21.666498707726095
Germany,2020,12,4,-9.22800956521085,85.01593098143482,11.945041833340756
Germany,2016,4,28,-7.06666700678408,68.71850751920313,13.19463228208538
Germany,2006,7,13,6.6582214127156725,90.2453891899047,5.410197773325841
Italy,2008,11,26,29.67580365729126,69.85764195785785,37.06116103591915
France,2002,3,10,20.076576711412827,9.709963894373164,16.349213656052065
United Kingdom,2004,11,10,29.07155162688018,89.4548039981643,10.35644228913004
Spain,2013,3,25,9.730128572722109,57.17577200960056,22.43481889391593
France,2009,3,10,23.802682781425226,52.507979132773684,34.909880512585175
Germany,2020,3,22,-4.002689438288933,74.0790016129367,30.072544164153225
Spain,2019,2,29,26.330619277644466,40.58530378829369,7.337609921170034
Italy,2002,6,6,7.991029903957788,3.4336139697714096,13.82881113384315
France,2001,4,19,15.554541427987726,33.88962859610686,16.399010069596994
United Kingdom,2017,8,28,23.115281886911966,19.529153632651852,22.871212159714457
Italy,2017,7,11,8.793794194171998,46.92602230572363,34.10124979024117
Italy,2003,3,7,24.853460918168004,12.451052031644672,19.283650672388468
France,2020,3,6,22.534363137665906,95.91691283096466,24.301939255051526
Germany,2017,11,24,8.885246758017672,72.97973251541144,28.389951350622077
Italy,2019,7,11,13.909541658657936,75.67879216925928,17.23274843115876
Germany,2022,8,3,19.34695073656874,58.681822729164104,25.747812165412874
France,2023,6,16,13.697509000970925,78.65025659718972,27.48741093439693
United Kingdom,2010,3,21,12.049110416150057,76.57811055254197,5.95475037614788
United Kingdom,2001,6,3,-4.374024198158519,45.54573926487755,7.2519647774174745
France,2004,3,8,0.7662325358928754,62.283718079774786,6.1037907472137025
United Kingdom,2019,3,26,17.61118202933906,95.10222719222148,12.60617958308249
United Kingdom,2010,12,27,18.32229544728477,92.94538891071036,29.209463867884462
Spain,2021,4,18,21.357126584082096,82.77072753532984,30.05708641558776
France,2015,6,3,3.059056560605544,97.77619255884301,31.71323914221117
United Kingdom,2012,7,26,11.976734448096444,14.817123089142804,18.51285882026304
Spain,2016,4,10,0.7051997806384769,71.39464679122825,9.982916252399
Italy,2022,6,4,-5.066597823996042,94.72617488900424,37.94488149139262
France,2007,8,17,16.0568008348825,35.50875458468147,25.0237492536923
France,2011,5,26,22.164988699235742,41.83545558044436,15.626240984233888
Germany,2009,8,5,18.86260595484133,88.59966852671903,21.34665566529799
Germany,2011,11,12,-2.2028104844450525,94.30024074136021,34.67439747120815
Germany,2021,1,14,15.596314131446952,71.81584790927398,35.29699606696796
Italy,2024,3,4,12.211696742330439,79.18368307151627,19.36102007037796
Germany,2003,5,26,27.227593723214525,16.83480940076354,24.65538493314072
Italy,2023,7,5,7.558594955061473,80.87074057697733,28.188447595775774
Germany,2002,4,17,8.04349968639832,68.83963655580939,19.641732732996463
Italy,2002,7,5,1.62470602251779,57.99769014060592,14.32045995560547
Spain,2021,4,1,-3.8048612959575845,4.006826359452942,39.70496189671699
Spain,2017,3,1,-6.810371529030541,54.72753736196658,7.047386352819759
Spain,2002,3,14,11.789384358399296,18.937148924396297,17.04774977133264
France,2016,10,3,4.444140211212769,5.904638224695069,16.810631948850272
Italy,2015,9,26,-1.772205889119558,73.32420582237178,10.187876210808898
United Kingdom,2013,7,22,-0.8590411880762083,32.79374031068546,11.948744853068597
Italy,2015,12,10,0.4302970969573483,15.195843606131753,18.690402094826844
France,2003,12,26,19.222486070913153,65.309382793752,37.030650167124364
United Kingdom,2021,11,6,3.8458472101802244,49.382021035945655,14.73933924398949
United Kingdom,2024,11,5,8.757941311557804,79.31154907904,28.218731233169365
France,2021,5,16,23.36430775862739,58.67767743395699,35.55252564711981
Germany,2016,6,12,1.7800691366506083,73.73871953021462,37.575632321343114
Italy,2011,2,24,23.687525030070525,73.15890600511999,5.176925444795264
Germany,2011,11,12,16.16688983314015,96.71335823151432,29.513217227166024
Germany,2000,6,30,13.113302293495583,50.01487148115955,35.93444400273744
Spain,2001,7,2,6.225728172755719,2.2017288362367493,29.838050636702206
France,2019,2,24,-1.3397153202735979,12.725707984106272,15.099286003294493
Germany,2005,9,5,-6.850144431394574,13.669181359064863,37.45827667130853
Italy,2016,12,6,21.93163665503171,35.09552473394197,10.388005544243118
United Kingdom,2016,8,30,20.775269980623705,26.57650563710319,21.88109559456804
Spain,2013,6,22,19.81191813556048,33.00650972059067,10.647916010755804
Italy,2004,7,2,-1.8904696410226798,91.565256090728,31.96957241161262
Italy,2012,3,23,14.175862416167458,84.6658245266729,26.858368968182706
Germany,2022,1,26,-6.4921558749289465,76.45763141985844,23.424997099857418
France,2020,11,2,27.493379098477263,36.61538521558323,26.309528164892658
Germany,2002,3,1,28.651204440891306,64.07931118291239,25.79761733530464
United Kingdom,2018,1,18,7.552322100708437,13.764673972713359,21.511010353284043
Spain,2003,3,7,9.096339406764638,43.12262614887966,23.663671865278882
Spain,2000,7,16,-6.373948011162249,47.21430432589801,35.35107801793716
Germany,2022,10,7,9.159467724717413,80.42457415586024,16.227033256314527
France,2022,7,30,15.250101520777015,17.358189301896743,37.22986446751911
France,2019,11,23,25.069193831032905,50.363931840339305,14.510045584811994
Germany,2009,10,10,18.46296274082438,97.91138735300807,8.264416271291003
Italy,2017,11,12,24.464691305925392,17.009300611513588,19.68262472155671
Germany,2010,9,15,8.319217000335893,99.42627094015403,18.41074877184249
Spain,2010,3,7,1.5852794684315707,99.06210329440314,6.263496655614048
United Kingdom,2019,8,30,16.011398003143178,9.07675286000873,38.68067081755729
Italy,2005,8,5,0.139533502667879,97.89598220355136,21.186124861883428
France,2014,5,22,-7.284175754921889,37.37215720749732,25.011772417225526
Italy,2015,7,11,13.782986708308805,56.35753417020173,15.910288151345668
Germany,2013,10,10,0.5694404577274081,40.9484999499364,16.251264808987166
Spain,2009,3,26,-3.887492246405251,83.12064292672768,21.75299548348925
Italy,2002,9,3,-9.191592976927927,27.2738812344978,13.418217234760181
France,2023,11,6,17.865511032953023,39.34011531936158,23.068703393135767
Germany,2011,3,13,19.976559736230236,20.176837123666537,12.709584363073612
Italy,2000,4,24,26.85233994809137,84.56014847732916,18.665041456517294
United Kingdom,2014,11,28,-6.1206451907157255,47.47685177552585,11.13120186077042
Spain,2022,8,10,-8.8521424532844,46.196944244312576,18.785461400118507
Italy,2010,1,23,2.5724455545786817,24.685705996728135,6.523774573925667
United Kingdom,2014,12,14,14.83226420797235,69.02466842306012,5.500291196565911
Germany,2019,7,6,1.1687417223573249,82.90727492127871,26.775394353422815
Germany,2017,12,8,21.29928122592886,21.542061770094534,32.28674929834503
United Kingdom,2023,3,21,-8.469252634000405,78.88762069401726,36.090470943214754
Germany,2022,6,9,-5.065750282387409,65.69743196970393,27.064533663825046
Italy,2015,12,9,11.44497872558837,34.61691508838566,38.982196525432336
France,2016,4,16,20.895495390666873,94.36865083690992,32.13441674860776
Spain,2005,5,28,16.884746266339697,31.608231826422827,8.471717860614788
United Kingdom,2014,9,14,27.321311557492983,15.974154025247945,17.825500619573152
Italy,2014,3,1,20.907014020770728,60.48077324633672,17.905258392985374
France,2004,7,30,18.373691972066904,75.22433159443455,10.444867609761026
Spain,2018,9,15,6.146962448277996,81.01955250429454,16.977501213373646
Germany,2021,1,16,13.524622985943235,76.3101463739136,23.5222902092881
United Kingdom,2009,6,25,4.807512429085104,67.31105459225918,38.556823966707846
United Kingdom,2007,11,17,-6.383122278822695,93.96987434335172,32.080625950532934
France,2001,7,8,19.2263221153498,92.8878825411895,25.44368427692537
Germany,2004,3,18,18.373891690058905,69.85655775688053,24.70970979583404
Spain,2004,9,13,10.557813592653488,92.56247821025124,35.97583162975778
Spain,2022,1,18,2.322109125591588,1.686822454436765,17.90148250337006
Italy,2008,6,17,15.811455686815982,94.90880068346574,13.28710475592703
Italy,2009,8,8,7.956555500846264,64.58818764410064,39.65535233608877
France,2003,2,2,-7.130718884304956,47.07511496911726,38.186919534492546
Germany,2018,7,8,17.459764939552986,76.82518414877454,19.77480942067993
France,2023,11,22,23.21501781643812,61.93709515684678,18.345232768455684
Spain,2021,12,1,-7.609201186432317,36.91933692410152,12.128169427807023
France,2023,4,23,27.62282886540808,4.779210057351957,6.837839221460167
Italy,2020,11,8,15.981134149297205,58.24987002240054,16.085070828384676
Spain,2013,2,14,16.48671878076612,28.150291564852992,19.42614068676589
Italy,2018,11,19,13.215029540694545,42.85671800807338,17.05152089756401
Germany,2022,3,3,-9.201831457722708,90.98889035456384,9.110534376523407
Italy,2001,5,13,17.67010055386198,9.54857983373899,14.937354841572349
Italy,2017,5,4,15.477466781035062,7.159589809030653,15.274212844175857
Germany,2012,10,10,13.168842163971583,33.11624994096084,16.118740695537632
Germany,2020,11,18,7.285598634466396,61.480181248950025,38.912704235976356
France,2018,4,11,-9.91007915722597,86.26293872533265,16.52674707547584
Italy,2013,6,17,25.96062620061476,55.98225206165741,31.118723398513648
Italy,2002,7,8,-8.729869132824874,52.0842167617502,19.68614298348459
Germany,2003,3,7,21.042330325186306,35.606216277735356,34.90637757930201
France,2005,6,26,7.293174874844723,40.91854288959789,29.206287455821638
Italy,2024,2,16,14.20223428666732,17.145798888743236,17.287834276976596
Spain,2005,2,14,3.14431363371364,10.27503370732158,20.947850583246776
Spain,2015,5,20,25.591688460607244,78.7196653821857,21.17867342697449
Spain,2021,10,3,27.484158168072113,41.995190170785804,23.484994353494262
Germany,2009,5,17,26.26541129584232,66.10055043324937,27.355520897589496
Germany,2011,7,13,10.867189260377067,18.064738138197832,6.197025360371098
Italy,2024,8,28,-1.549057796574246,87.36558465448705,33.808246987502
United Kingdom,2002,3,18,15.833343117989187,7.319687085896797,29.114288632106494
Spain,2020,2,8,20.075548877044795,87.80608667156943,8.434257752473833
France,2004,9,16,0.13764733740810797,98.43324179265322,24.992822210472813
Spain,2023,5,10,24.784081824375626,23.09003447582937,17.089442254647206
United Kingdom,2024,9,10,18.52283775005217,60.72509697821599,8.302361166619557
Germany,2003,7,5,-8.929433479602897,81.64902951863834,13.207832048913952
Spain,2023,10,14,15.765850890315086,88.66826478299546,13.40365512013269
Spain,2017,1,21,9.12764089974764,24.416871416872652,11.95141412336033
France,2009,12,16,-7.85036866093499,1.9511136412820984,19.814722459688255
France,2018,3,22,-6.993785071234089,71.14652603964544,29.879723876825263
France,2004,5,6,6.956989583751877,17.09288751178405,17.343979442676442
Italy,2010,12,25,28.617602909251993,44.93415334832871,6.721424439058437
France,2011,10,9,12.753886134301844,72.43439295326283,24.472110221496752
France,2008,8,25,-5.3183867978721455,40.9506434289841,8.435740707996079
France,2004,10,13,-9.407302010789591,84.45405770099907,16.95044318282613
France,2017,12,2,25.77194018162291,99.13353175457709,38.79681569214422
Germany,2021,9,24,7.11701338745565,14.053106186580965,35.9493685422432
France,2018,5,11,-0.6394253590707812,89.66890550398647,30.29057430504985
Spain,2016,4,25,11.895724920986588,42.864646180774166,32.990585140693256
Spain,2019,3,12,16.701724941871802,21.961283908213105,8.74922938044653
France,2016,8,17,5.215930086094026,48.382583153176384,7.862375685272843
Italy,2003,12,9,2.3878025682065473,43.867392877034526,21.18432084670795
Germany,2014,6,26,22.894748807139827,22.71938424972111,28.85250626785647
Germany,2017,6,8,15.110505653591858,13.322302733557711,11.365713955774837
Spain,2003,11,12,24.12972955948758,15.365202400244915,14.959389983626567
Germany,2006,9,16,5.481255984292908,10.155125601910264,20.258929727442414
Spain,2024,9,20,28.234947062176012,48.68326036653714,15.12109538012927
Italy,2007,5,7,16.496516128380755,71.09049322773296,13.004095765451307
Italy,2019,9,13,0.5482839650211613,68.24905817705765,22.3608202866956
Spain,2008,5,18,7.0553984824873055,48.02385842459543,17.106655469534896
France,2010,7,11,-7.461682610999585,99.2753882447162,20.271044391175472
Germany,2019,10,10,6.336435831188702,26.1331096442306,25.273298274352083
France,2016,3,19,23.28807975281744,46.18897729487305,36.72182790947073
United Kingdom,2019,6,9,6.943958578958448,93.11514309503957,20.106362527829116
Spain,2013,12,21,15.400144343841117,79.94447278980013,12.084506306075511
Spain,2010,12,30,6.803333177037146,94.55829953112563,7.859076967921464
France,2009,4,22,8.270409298912092,31.203279103481275,6.660439281353293
Germany,2011,3,28,27.854625679455168,47.09995635847586,23.49412321017672
United Kingdom,2005,3,21,9.938406732712668,97.7398272834078,5.298795812076104
France,2015,3,13,29.1179721327919,81.99502238061693,15.657154728777456
France,2019,10,2,21.367273625221618,48.681856807980516,33.8337010331778
Italy,2007,7,15,-5.1269506650967545,3.541981848848552,26.200751606607085
France,2005,3,12,24.622031419349206,92.41209288514283,29.54182068312132
Italy,2003,10,1,27.44086041697416,92.75848522904069,8.846731139635722
Germany,2003,11,14,-4.962746331485981,36.988679332853046,20.880198062399895
United Kingdom,2017,5,7,25.052124974077245,27.853171689970292,15.358273243440895
Spain,2006,1,21,11.900887541860975,85.65310072908498,12.47767638168813
United Kingdom,2013,6,2,23.474865234533098,81.5389468760015,26.217168644750615
France,2012,1,7,15.964954409248339,97.31945044793761,33.24176361661095
Italy,2023,11,2,4.821229704472621,32.92558933091955,31.976677170260544
Germany,2017,3,26,-2.8808534899268157,54.967792781157755,25.29855244780236
Italy,2003,6,15,26.523008258091934,84.84816755452856,34.636384934497855
Germany,2022,10,6,24.058703826512172,17.96479419261001,26.816126031035818
Germany,2024,1,28,10.079956486227157,31.61490545756478,13.92739803631878
Italy,2019,11,27,16.242280830696536,94.42751379533728,9.84597429014035
United Kingdom,2010,10,22,9.771021039388955,60.22164030535326,9.217177855457395
France,2021,8,3,22.979062437401183,48.49532469903088,7.404768783753273
Italy,2011,4,1,26.94136980471199,62.02005828756916,18.373749188177708
Italy,2016,7,16,27.35475611020182,56.29002747456765,12.677119415681172
Spain,2018,4,11,10.58190648104339,71.56200885578873,9.602855631822116
Germany,2018,3,30,-8.125262591624782,60.9861687510807,5.508989364581828
Spain,2012,11,10,7.177173999161628,87.15503252745631,32.68150661082781
Spain,2022,6,14,6.913127210965801,59.83958779114579,29.219709145096733
United Kingdom,2019,10,16,25.54238003611551,74.45201226531394,26.39367359223374
Germany,2011,4,15,18.41515783843892,70.88930892751266,19.388317924939425
Germany,2001,9,9,-6.782687729013435,74.692975203628,24.229922665100048
United Kingdom,2019,12,8,-3.570818547072654,92.02076800155261,36.35815273611033
Italy,2016,9,1,-0.8281716286159035,25.70999954786206,7.513260635818296
France,2007,6,29,11.660118264355603,84.3261559359983,11.252203824785008
United Kingdom,2010,6,12,23.5929167657738,66.72283226758643,33.565078051150074
Spain,2018,2,2,8.166700935742973,51.19658968560995,34.814813378509996
Spain,2013,3,7,-9.023916763086497,99.26832074269088,18.03161947581501
Germany,2009,10,9,16.052564257124615,97.1220841410257,32.919288449447706
Italy,2003,4,30,-8.216387991286286,47.339810084338986,32.172820911504814
Spain,2001,5,26,-2.883938504494057,26.193542546195793,14.680714326968635
Italy,2010,6,18,23.244386785815394,12.960617657606665,15.467180626585609
United Kingdom,2016,12,27,8.58930586960917,14.952203667027586,10.87857362792511
Italy,2010,8,19,-8.64476776874595,74.28592729985711,15.664723269587412
Spain,2022,6,20,-0.9590988944640557,71.08236191934321,8.502665503414987
Italy,2020,1,10,23.507040851922348,54.34855762130305,6.379435674700906
France,2015,8,6,24.726951145803262,22.99841932739688,9.173888710703833
Italy,2002,11,22,23.148857024302266,36.33086824966861,6.6440091276547495
Italy,2009,7,8,1.0753931766877898,12.600144132160462,6.868560903315136
Germany,2021,6,16,2.7497951052284364,74.82371000521296,28.900629052478212
Spain,2002,12,28,22.06815642618929,59.4524136843665,11.899010085617993
Spain,2008,7,5,2.616831056166342,12.966998319108924,39.574851804863385
Germany,2015,11,1,-8.078502361979375,56.6797635188025,19.818834744446995
Italy,2020,4,27,14.68628837730013,36.66286522200405,18.78644446631275
France,2006,6,17,13.129039019021445,15.00538621289853,38.6160579036054
Spain,2023,5,16,7.098718340400595,15.483194597650051,31.62080851859751
United Kingdom,2006,5,29,29.363571717041232,6.866316526051397,38.71940588501583
France,2004,1,12,26.932354218012016,13.965500826183863,12.722978688003947
Spain,2020,9,29,1.8630150433823012,48.76847003091558,11.40335273654992
Spain,2010,3,2,5.0370508877652895,84.75045001690663,26.919131834142796
Germany,2001,9,12,23.407529264189677,1.3258330402404317,14.150106068760609
United Kingdom,2023,6,2,-3.6831081203919425,88.95381530635534,19.584182580837275
Italy,2020,2,8,24.968620905701798,78.83343934154612,37.989395634534745
France,2006,6,14,5.402600115679913,62.19389161917663,22.91445401821024
France,2018,8,1,-3.2703903620182784,18.286828598868375,5.399017030029563
Germany,2007,9,9,15.001356901063364,13.089746459878814,24.201738412616788
Germany,2001,4,28,-1.4045123292307657,29.377209288616545,25.682315034272374
Italy,2019,7,26,10.268147416198158,28.39852136414407,22.509020804065244
United Kingdom,2002,11,14,17.257010933209138,56.060710814455994,36.47185166409919
United Kingdom,2020,4,11,2.9278264122303845,74.31985148546838,8.239583709889118
United Kingdom,2000,12,7,4.923667004909467,47.880035060403046,39.65814463925474
Italy,2016,3,14,3.6083306245550837,36.74457161459198,22.919192380852355
Italy,2023,2,3,3.800111438459668,72.60746907123318,28.53766088617942
France,2019,12,4,10.935303707621973,30.262824776115536,26.113856357957534
United Kingdom,2004,3,14,-3.02877257484528,85.2318955077006,26.508124934641977
France,2017,7,21,11.307192937739508,74.9091527397548,5.355379422914485
United Kingdom,2019,8,25,-1.894715356345852,40.17710061310219,18.822656608576867
United Kingdom,2007,8,29,8.063271644939789,11.494344251923183,17.010635013381545
Spain,2017,1,17,4.601513474443127,16.513094478916557,14.67310759384748
United Kingdom,2004,7,9,18.795050408536373,81.54237972109513,9.376930807952927
Germany,2023,10,18,-2.055317398727521,14.385906960179895,20.800083068938804
Germany,2000,12,2,-6.442909990063459,98.79885999312012,29.224218316089594
France,2003,4,10,20.252423615323,73.61923519330223,29.714774622731156
France,2008,4,12,6.943777380117556,6.592879310041299,18.281810164652853
Italy,2022,9,22,6.657221214817383,17.08183500956162,37.56194527500257
Spain,2024,10,23,22.57713963226979,24.023729054380404,28.335356651312335
Italy,2016,6,14,3.296132942735479,85.47498552637292,13.030605094136874
Italy,2012,10,3,1.895684216385579,59.90041504951434,24.2653001410589
France,2011,11,21,13.548443611779653,3.083053562006177,13.918255192538387
Germany,2013,6,1,2.204866484808381,9.680979357610564,10.562578810930694
Germany,2007,7,25,19.938457753867034,94.54613973909403,14.8924350439611
Germany,2010,4,28,13.191300493848324,15.50493423271313,34.86000743425003
Spain,2022,10,7,16.692090387169248,38.52999947384287,11.49573803630049
United Kingdom,2009,3,22,-1.2142160326354947,32.74001837679224,9.946911085301727
France,2003,9,3,12.568430624430718,43.53846960179011,31.622221435247102
United Kingdom,2001,5,11,1.867250072107911,46.32535955561533,20.98073429694881
France,2018,1,5,27.248210753050166,89.1480444758421,15.82817753707211
Italy,2009,7,14,16.788401223383907,10.014856605967292,19.87468124847899
Germany,2010,3,29,3.696129277124749,72.87083994099787,37.47647614996266
United Kingdom,2022,12,17,18.50837819374371,20.081096779351505,12.90640943278651
Italy,2023,2,1,14.341870067134039,8.527728046219252,14.541141959419955
Spain,2012,11,18,-5.790752735723634,40.84304170558221,6.23101334589704
France,2008,12,11,14.684853981593445,55.00204929595852,25.51422437836601
United Kingdom,2007,12,17,17.9972945384368,53.707762322572606,7.8298519095821995
United Kingdom,2004,6,15,22.608428748003774,94.08272749637617,7.960328484114121
France,2013,1,20,29.750008234895013,5.129547139963265,5.003479228918437
United Kingdom,2017,9,13,-1.037309012957346,83.68030650717488,36.69968135475604
Spain,2010,3,23,0.26811116750476316,95.26755018608722,21.101536895615197
France,2022,6,11,22.275063362489377,46.34632787156622,34.69648089763266
United Kingdom,2023,12,26,24.595231081148548,10.859894021318816,38.97635643588576
United Kingdom,2002,12,17,26.05327891776284,10.490592397757004,17.909529771019407
France,2015,10,23,1.162333017788697,40.58447806413689,16.247845288588096
Spain,2015,5,7,16.726275765138098,26.654915981884166,13.482692159232604
Spain,2014,11,25,3.1103619321234,31.379721271600403,6.110561958404167
United Kingdom,2005,5,21,-1.7444656188341021,80.7185904911685,29.63875793004992
Spain,2015,7,28,4.365677582254612,92.35009932018392,22.584839253209626
United Kingdom,2000,2,23,15.675289026712164,93.34196713379535,10.28314031033463
Spain,2002,8,26,11.63969389282002,2.165743612912252,20.044471736251282
Spain,2024,11,19,1.3201047854058068,33.72441135464085,22.286903931980955
France,2010,1,3,-7.284864717170367,27.205214667303302,25.676480550702276
France,2023,3,28,18.129624591484784,30.25825051822617,14.44658980585818
Spain,2006,6,8,10.898476259945731,93.9576020996076,9.22137177869184
Spain,2019,9,28,13.578594118197643,37.10315757113214,10.207536246034312
United Kingdom,2006,7,18,-3.0608783946799267,86.37520425724836,32.08324396186997
France,2003,2,23,29.85963695061129,76.29740279941814,5.4846221441776635
Germany,2000,1,29,29.355994345385426,64.08090875664823,14.183501816783181
France,2009,12,20,18.01838917582579,39.550994694078724,30.983642664804446
United Kingdom,2010,7,13,15.010826314698804,74.0898658217054,8.908155791525747
Italy,2015,8,8,-0.49124323544095816,33.75035093801139,11.162497829031278
Italy,2018,6,11,8.562428553596028,4.727554561028446,39.701207518522345
France,2022,8,25,19.29964403203376,75.63613904511192,25.422206675767953
Spain,2001,12,27,2.296758575313408,25.998938162035078,14.68843770604075
Germany,2009,7,24,7.947593024542627,72.1073835934316,38.924564585874535
United Kingdom,2017,7,5,26.259330927213583,78.19141081297145,12.01971577774099
United Kingdom,2000,7,26,-9.108804721302718,54.02097384849968,33.95619018293493
Spain,2009,3,22,1.049641791343113,29.08068888473182,18.976316244143632
France,2015,4,15,-4.908047006464629,65.31261101626531,30.656635844576574
United Kingdom,2007,9,16,-0.3454812730805692,59.18790880596458,27.6047393762863
France,2023,12,6,29.054814762727872,57.3749393733133,21.554407545088342
Italy,2009,10,25,13.608542893325406,77.1725941316369,30.835998858969806
Spain,2013,8,27,19.070833394107225,32.21573801946659,27.023378054278876
Germany,2020,10,10,5.7885035624838554,27.244093736321208,16.124046737045106
United Kingdom,2022,8,20,9.052139653223964,8.790552499908365,23.12424211400335
United Kingdom,2009,8,2,2.4470356050606057,26.547599865183656,18.402657650206706
Spain,2015,3,10,20.898073262436178,42.213613753657754,32.231601180298924
France,2007,12,20,6.800195288884833,55.3787001914861,9.365925267365766
Italy,2018,4,4,16.014971946330185,46.73077879308667,8.871782010466402
Italy,2001,4,4,25.067953116905663,75.70354736813711,21.78849740413527
Italy,2005,10,6,2.59446395407565,99.8244028650672,24.300311494811027
France,2022,12,9,2.9136506343170065,29.98692282332992,16.286914337862395
Germany,2004,12,2,-8.570830629602991,48.67986412761969,37.53124981988221
Italy,2015,2,20,13.619875713341266,62.03541718670675,31.664895513716754
Italy,2018,2,5,22.45359151598253,62.28101634827019,23.707451497610354
Germany,2017,7,21,21.727943239848692,22.865543006452647,24.159189531071668
Italy,2022,7,12,9.609655655954207,30.621972223759496,36.074238963729414
France,2024,4,13,23.259772778036037,83.18678810277646,16.77318677921962
Spain,2007,11,26,2.2039677757567055,66.88732727044311,39.919407062980035
United Kingdom,2004,6,4,23.92331759059074,9.556267331543445,22.003978336933297
Italy,2008,5,13,5.85265884708388,65.4803240169872,26.171194454145763
Spain,2009,11,24,28.126390536481665,25.626575961682573,10.440665365089508
Spain,2013,9,11,28.833715207863676,99.54500745740921,11.530931617264617
United Kingdom,2021,12,6,5.7226585335864755,61.63468431817434,28.622819525839077
Spain,2003,2,1,28.278172918398887,8.59309051686854,31.78215762482024
Spain,2002,2,16,20.421635009195374,69.62359066102555,29.681987150066227
Italy,2018,5,17,-7.625599055540047,23.90283950313603,8.482859435869415
Spain,2019,8,15,3.2460450283465256,90.17817723808706,38.44113220503231
Spain,2004,9,23,21.608228991588362,38.660615289513004,32.10655264785278
Spain,2010,6,20,4.9660892746055385,85.02891025192402,34.92899367819818
Italy,2019,8,12,-6.013745985173542,32.06555399183174,19.62483148569453
Spain,2016,2,9,26.58929736723318,10.03087094348042,33.662179837916824
Germany,2005,4,20,17.211692938616558,53.83971865019662,5.956358772536378
Italy,2007,10,22,14.903844448379676,29.84986595280118,7.420051569903103
Germany,2005,5,3,-4.262224418478886,96.15569561562714,38.3060866549752
Spain,2008,3,17,12.443622433238744,33.92314524738328,13.040448010171655
France,2014,3,14,19.513483147490042,13.321522741691183,29.061440685714768
Germany,2016,10,17,28.130931767323794,3.8232097615523486,16.759637804636785
United Kingdom,2011,4,3,6.880931774054208,49.438861433052296,12.471544312206627
Italy,2016,7,9,21.721878280961313,23.03271632249636,9.287612027146313
France,2017,3,16,-8.273627714640504,14.918180585947505,14.488414370635773
France,2024,2,27,17.723234233112308,54.854576204895736,27.54131636752823
Germany,2015,12,6,6.340327367836409,96.53639589136061,22.579573311052062
United Kingdom,2010,10,1,8.320994588213352,82.60227355787426,33.24078008506815
Germany,2020,12,4,27.90858717365593,72.79730261100099,22.956977197483216
Germany,2024,12,16,0.3249542847196487,45.74251158208333,8.28947143652793
Germany,2022,1,23,-9.112804495761582,36.71830420805035,31.808035555329436
Spain,2009,12,28,14.914792596003345,12.348697188498047,24.968037729819468
Spain,2009,7,20,24.124262042018103,11.29441272181808,19.738435031113845
Germany,2010,9,8,27.41351406914896,60.46563133348389,21.37047301385726
Spain,2003,4,11,11.33440889272769,17.888593893460403,5.223661592758722
Italy,2015,5,8,13.81632905215557,56.90759751211508,6.016666034279414
Italy,2004,8,6,27.398965649236196,6.208012657533346,32.488717616877764
Spain,2010,8,11,-7.224958685922478,31.69958247954876,24.463886571106155
Germany,2012,4,12,-2.0883122296911916,2.7477106476873625,19.887340085901748
Germany,2007,3,12,14.69067867998039,16.24139832489464,32.447833541664295
Germany,2000,8,28,16.023487737992077,13.174423917415146,21.14609251620065
France,2023,8,26,-5.081928599980974,95.88259818859991,10.67639284856233
Italy,2007,7,20,15.711214025084978,17.262382777996134,33.06042645727438
Germany,2020,9,8,-2.0173852746569843,71.39906452838638,37.92318942661159
Spain,2014,1,26,26.902405782913625,54.849980790010314,32.15045552350857
Germany,2019,10,30,25.592094240101346,6.592290115348787,7.376490841468226
France,2012,2,25,16.062692588867947,32.549758895097625,27.8333913626732
Germany,2007,12,10,13.516620255218417,67.66321605566425,6.336266628150671
Italy,2013,2,8,23.501209391820176,51.040071354306704,27.28269135216729
United Kingdom,2024,4,29,22.474191907139748,20.328563367287945,37.912752426311435
Spain,2010,4,3,-0.6656963302296859,48.87253104271855,38.086953490363896
Spain,2002,11,20,28.775948173481616,5.619856898373565,25.023159827957855
Germany,2003,1,7,6.270269834551627,94.49746201601312,6.194727260687134
Spain,2008,10,24,27.935671204152847,28.364620099244597,14.299434454806372
France,2011,3,9,2.8016204406271417,36.975739127240345,12.42106054649673
Spain,2003,11,16,0.981505378537646,73.91969867399895,9.034933732061864
Germany,2017,11,23,22.503348200270757,15.804369849183253,13.165127102532542
Italy,2011,11,9,-2.551742855895429,12.461036828854066,18.50922230154095
France,2006,11,14,15.731637344111281,19.115074834886002,38.220989968319564
Germany,2014,10,12,12.80968364831374,21.48848511054169,27.322527214652528
Italy,2013,2,4,27.74426893545168,27.506413761903005,12.596336698284198
Italy,2018,8,26,4.736503612713076,26.94318691864055,26.1375110423206
